CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Associate Degree,Institution,LANG,Langara College,All CIP Clusters,All CIP Clusters,All Programs,1659,0.403649635,23,0.538878843,0.461121157,0.913096695,0.820595855,0.709326072,0.787610619,0.88383528,0.790967742,0.864427861,0.889096573,0.954905545,0.062966916,0.428927681,0.316469322,0.50326087,0.671904463,0.580049261,0.118802619,14,0.774802191,,
Associate Degree,Institution,NVIT,Nicola Valley Institute of Technology,All CIP Clusters,All CIP Clusters,All Programs,20,0.8,29.5,-2,-1,1,0.85,1,1,0.947368421,0.888888889,0.894736842,0.9,0.95,-99,-99,0.2,1,0.5,-10,0.5,-99,0.75,,
Associate Degree,Institution,OKAN,Okanagan College,All CIP Clusters,All CIP Clusters,All Programs,555,0.488556338,22,0.645045045,0.354954955,0.947368421,0.913533835,0.798418972,0.854442344,0.952554745,0.849420849,0.897959184,0.94972067,0.967509025,0.063545151,0.518796992,0.26,0.532423208,0.637898687,0.55393053,0.108823529,14.365,0.813405797,,
Associate Degree,Institution and Program Area,SEL,Selkirk College,01,Arts and Sciences,All Programs,162,0.532894737,21,0.666666667,0.333333333,0.968944099,0.954545455,0.79020979,0.907284768,0.949367089,0.880794702,0.936708861,0.949367089,0.99382716,-6,0.623188406,0.265822785,0.556962025,0.658064516,0.503144654,0.215686275,15,0.708074534,,
Associate Degree,Institution and Program Area,SEL,Selkirk College,05,Engineering and Applied Sciences,All Programs,28,0.528301887,21,-1,-5,0.964285714,0.851851852,0.730769231,0.892857143,0.892857143,0.857142857,0.892857143,0.821428571,0.964285714,-99,-99,0.375,0.714285714,0.333333333,-10,-99,-99,0.928571429,,
Associate Degree,Institution and Program Area,TRU,Thompson Rivers University,01,Arts and Sciences,All Programs,16,0.571428571,26.5,-2,-1,0.8125,0.8125,0.6,0.533333333,0.6875,0.6875,0.75,0.75,0.866666667,-6,-99,0.4,0.6,0.875,-11,-12,-99,0.4375,,
Associate Degree,Institution and Program Area,UFV,University of the Fraser Valley,01,Arts and Sciences,All Programs,88,0.435643564,23,0.693181818,0.306818182,0.914634146,0.833333333,0.746987952,0.8,0.858823529,0.731707317,0.825581395,0.892857143,0.930232558,-6,0.482142857,0.24137931,0.456140351,0.759036145,0.682352941,-12,14,0.806818182,,
Associate Degree,Institution and Program Area,UFV,University of the Fraser Valley,05,Engineering and Applied Sciences,All Programs,23,0.821428571,19,-1,-5,0.913043478,0.681818182,0.428571429,0.695652174,0.913043478,0.857142857,0.913043478,0.863636364,0.913043478,-99,-99,0.2,0.6,0.35,-10,-99,-99,1,,
Associate Degree,Institution and Program Area,VCC,Vancouver Community College,01,Arts and Sciences,All Programs,15,0.535714286,25,-2,-1,0.733333333,0.846153846,0.583333333,0.769230769,0.8,0.666666667,0.733333333,0.857142857,0.933333333,-99,-99,0.2,0.8,0.357142857,-10,-99,-99,0.866666667,,
Associate Degree,Institution and Program Area,CAPU,Capilano University,01,Arts and Sciences,All Programs,178,0.467191601,22,0.640449438,0.359550562,0.886363636,0.88372093,0.753012048,0.830409357,0.903409091,0.81595092,0.87283237,0.879310345,0.966101695,-3,0.59223301,0.284482759,0.464912281,0.731428571,0.657303371,0.0859375,16,0.734463277,,
Associate Degree,Institution and Program Area,CAPU,Capilano University,05,Engineering and Applied Sciences,All Programs,53,0.757142857,19,-1,-5,0.903846154,0.867924528,0.693877551,0.923076923,0.981132075,0.941176471,0.886792453,0.882352941,0.962264151,-6,-99,0.2,0.3,0.245283019,0.188679245,-12,-99,0.981132075,,
Associate Degree,Institution and Program Area,CMTN,Coast Mountain College (formerly Northwest Community College),01,Arts and Sciences,All Programs,23,0.547619048,31,-2,-1,0.956521739,0.909090909,0.9,0.952380952,0.913043478,0.863636364,0.954545455,1,1,-6,-9,0.714285714,0.857142857,0.681818182,-11,-12,22.5,0.695652174,,
Associate Degree,Institution and Program Area,COTR,College of the Rockies,01,Arts and Sciences,All Programs,36,0.537313433,22.5,0.638888889,0.361111111,1,1,0.903225806,0.911764706,1,0.9375,1,0.972222222,1,-6,-9,0.545454545,0.636363636,0.666666667,0.611111111,-12,15.5,0.805555556,,
Associate Degree,Institution and Program Area,COTR,College of the Rockies,04,Health,All Programs,43,0.74137931,25,-2,-1,0.904761905,0.904761905,0.87804878,0.906976744,0.906976744,0.860465116,0.853658537,0.88372093,0.906976744,0,-8,0.705882353,0.777777778,0.487804878,0.428571429,-12,21.24,0.902439024,,
Associate Degree,Institution and Program Area,DOUG,Douglas College,01,Arts and Sciences,All Programs,892,0.441584158,22,0.591470258,0.408529742,0.956621005,0.886549708,0.758830694,0.813084112,0.925507901,0.825980392,0.879310345,0.912100457,0.979775281,0.033101045,0.412350598,0.240418118,0.495559503,0.737024221,0.658703072,0.093896714,13.775,0.802927928,,
Associate Degree,Institution and Program Area,LANG,Langara College,01,Arts and Sciences,All Programs,1170,0.410526316,23,0.571794872,0.428205128,0.925734024,0.835591689,0.720997124,0.790655885,0.893136403,0.788018433,0.861917326,0.892511013,0.962003454,0.059701493,0.408695652,0.28185907,0.486322188,0.679750223,0.589005236,0.114173228,14,0.781519862,,
Associate Degree,Institution and Program Area,LANG,Langara College,03,Business and Management,All Programs,191,0.323181049,22,0.460732984,0.539267016,0.9,0.777777778,0.702247191,0.818181818,0.823529412,0.803278689,0.88172043,0.903225806,0.962962963,-6,0.472222222,0.494623656,0.543478261,0.594594595,0.494680851,0.154545455,15.5,0.759162304,,
Associate Degree,Institution and Program Area,LANG,Langara College,04,Health,All Programs,123,0.448905109,22,0.715447154,0.284552846,0.865546218,0.770642202,0.669811321,0.786324786,0.876033058,0.74137931,0.855932203,0.87394958,0.926229508,-6,0.432432432,0.325,0.525,0.764705882,0.683333333,-12,13,0.819672131,,
Associate Degree,Institution and Program,CNC,College of New Caledonia,01,Arts and Sciences,University Transfer,103,0.420408163,22,0.621359223,0.378640777,0.902912621,0.872340426,0.744186047,0.827956989,0.858585859,0.76344086,0.848484848,0.848484848,0.921568627,-6,0.603773585,0.229508197,0.406779661,0.71875,0.61,-12,15,0.715686275,,
Associate Degree,Institution and Program,CNC,College of New Caledonia,04,Health,Baccalaureate Nursing,196,0.710144928,22.5,0.897959184,0.102040816,0.948979592,0.690721649,0.834196891,0.933673469,0.876923077,0.796875,0.84375,0.912371134,0.943877551,0,0.288461538,0.602941176,0.8,0.40625,0.358974359,-12,18.25,0.948979592,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Associate of Science-Biology,20,0.384615385,23,-1,-5,0.85,0.842105263,0.736842105,0.8,1,0.894736842,1,0.9,0.95,0,-8,0.142857143,0.642857143,0.75,-11,-12,-99,0.75,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Associate of Arts in Psychology,33,0.402439024,23,-2,-1,0.96875,0.878787879,0.875,0.78125,0.848484848,0.818181818,0.878787879,0.939393939,1,-6,-8,0.392857143,0.642857143,0.878787879,-11,-12,13,0.696969697,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Associate of Arts in Criminology,37,0.37755102,22,0.648648649,0.351351351,0.810810811,0.861111111,0.771428571,0.783783784,0.833333333,0.861111111,0.742857143,0.864864865,0.945945946,0,-9,0.428571429,0.678571429,0.837837838,-11,-12,18.08,0.378378378,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Arts-Criminology (1st and 2nd year),14,0.4,20,-2,-1,1,0.923076923,0.692307692,0.928571429,0.928571429,0.923076923,1,1,1,-99,-99,0.222222222,0.777777778,0.785714286,-11,-12,-99,0.928571429,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Associate of Arts in General Studies,33,0.402439024,22,0.575757576,0.424242424,0.84375,0.818181818,0.724137931,0.774193548,0.757575758,0.766666667,0.939393939,0.8,0.90625,-6,-9,0.2,0.526315789,0.75,0.625,-12,12.925,0.818181818,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Arts-General Studies (1st & 2nd Year),10,0.25,20.5,-2,-1,1,1,1,0.8,0.9,0.888888889,0.9,0.9,1,-99,-99,0.285714286,0.428571429,0.8,-11,-99,-99,1,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,01,Arts and Sciences,Associate of Science in General Science,42,0.388888889,22,0.714285714,0.285714286,0.80952381,0.743589744,0.514285714,0.775,0.880952381,0.825,0.829268293,0.902439024,0.926829268,-6,0.416666667,0.296296296,0.384615385,0.756097561,0.682926829,-12,14,0.761904762,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,03,Business and Management,Business (1st & 2nd Year),11,0.379310345,24,-1,-5,0.909090909,0.555555556,0.545454545,0.545454545,0.818181818,0.636363636,0.9,0.636363636,1,-99,-99,0.666666667,0.833333333,0.8,-11,-99,-99,0.6,,
Associate Degree,Institution and Program,KPU,Kwantlen Polytechnic University,03,Business and Management,Business-Accounting (1st & 2nd Year),19,0.333333333,21,-2,-1,0.894736842,0.684210526,0.578947368,0.833333333,0.842105263,0.842105263,0.947368421,0.842105263,0.894736842,-99,-99,0.625,0.428571429,0.631578947,-10,-12,-99,0.777777778,,
Associate Degree,Institution and Program,NIC,North Island College,01,Arts and Sciences,University Transfer,188,0.509485095,22,0.654255319,0.345744681,0.925531915,0.92,0.742690058,0.826815642,0.956989247,0.790697674,0.860215054,0.897297297,0.962365591,0.141509434,0.447916667,0.380952381,0.548076923,0.650273224,0.56684492,0.109243697,13.6,0.759358289,,
Associate Degree,Institution and Program,SEL,Selkirk College,01,Arts and Sciences,Associate of Arts Degree Year 1 & 2,109,0.519047619,22,0.71559633,0.28440367,0.972477064,0.952380952,0.819148936,0.91,0.943396226,0.878787879,0.925233645,0.971698113,1,-6,0.634615385,0.288135593,0.603448276,0.682692308,0.546296296,0.169014085,15,0.694444444,,
Associate Degree,Institution and Program,SEL,Selkirk College,01,Arts and Sciences,Associate of Science Degree Year 1 & 2,53,0.563829787,21,0.566037736,0.433962264,0.961538462,0.959183673,0.734693878,0.901960784,0.961538462,0.884615385,0.960784314,0.903846154,0.981132075,-6,-9,0.2,0.428571429,0.607843137,0.411764706,0.322580645,14,0.735849057,,
Associate Degree,Institution and Program,SEL,Selkirk College,05,Engineering and Applied Sciences,Engineering I,28,0.528301887,21,-1,-5,0.964285714,0.851851852,0.730769231,0.892857143,0.892857143,0.857142857,0.892857143,0.821428571,0.964285714,-99,-99,0.375,0.714285714,0.333333333,-10,-99,-99,0.928571429,,
Associate Degree,Institution and Program,TRU,Thompson Rivers University,01,Arts and Sciences,Arts,10,0.555555556,26,-2,-1,0.8,0.9,0.555555556,0.666666667,0.7,0.7,0.8,0.9,0.9,-99,-99,0.285714286,0.571428571,0.9,-11,-99,-99,0.6,,
Associate Degree,Institution and Program,UFV,University of the Fraser Valley,01,Arts and Sciences,Associate of Arts Degree,86,0.434343434,22.5,0.686046512,0.313953488,0.9125,0.829268293,0.740740741,0.795180723,0.855421687,0.725,0.833333333,0.890243902,0.928571429,-6,0.472727273,0.245614035,0.446428571,0.756097561,0.686746988,-12,13.975,0.813953488,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Peace and Conflict Studies,18,0.5625,26.5,-2,-1,0.944444444,1,0.882352941,0.823529412,0.944444444,0.888888889,0.888888889,0.944444444,0.944444444,-6,-8,0.461538462,0.384615385,0.888888889,-11,-12,-99,0.722222222,,
Associate Degree,Institution and Program,LANG,Langara College,03,Business and Management,Commerce,191,0.323181049,22,0.460732984,0.539267016,0.9,0.777777778,0.702247191,0.818181818,0.823529412,0.803278689,0.88172043,0.903225806,0.962962963,-6,0.472222222,0.494623656,0.543478261,0.594594595,0.494680851,0.154545455,15.5,0.759162304,,
Associate Degree,Institution and Program,LANG,Langara College,04,Health,Dietetics,35,0.479452055,22,-2,-1,0.764705882,0.709677419,0.5,0.666666667,0.848484848,0.606060606,0.909090909,0.828571429,0.942857143,0,-9,0.368421053,0.368421053,0.617647059,0.558823529,-12,14.25,0.794117647,,
Associate Degree,Institution and Program,LANG,Langara College,04,Health,Health Sciences,88,0.437810945,22,0.681818182,0.318181818,0.905882353,0.794871795,0.730769231,0.827586207,0.886363636,0.795180723,0.835294118,0.892857143,0.91954023,-6,0.385964912,0.31147541,0.573770492,0.823529412,0.73255814,-12,12.875,0.829545455,,
Associate Degree,Institution and Program,LANG,Langara College,05,Engineering and Applied Sciences,Computer Science,133,0.438943894,22,0.142857143,0.857142857,0.856,0.785046729,0.644230769,0.701612903,0.881889764,0.850393701,0.865079365,0.829268293,0.9,-6,0.49122807,0.415384615,0.553846154,0.595238095,0.519379845,-12,16,0.72519084,,
Associate Degree,Institution and Program,LANG,Langara College,05,Engineering and Applied Sciences,Environmental Studies,31,0.442857143,23,0.677419355,0.322580645,0.935483871,0.9,0.642857143,0.833333333,0.9,0.793103448,0.866666667,0.935483871,0.967741935,-6,-9,0.25,0.5625,0.724137931,0.533333333,-12,15.75,0.633333333,,
Associate Degree,Institution and Program,LANG,Langara College,07,Human and Social Services,Family Studies,11,0.5,23,-2,-1,0.909090909,0.636363636,0.9,0.818181818,1,0.7,0.909090909,1,1,-99,-99,0.375,0.666666667,0.909090909,-11,-12,-99,0.818181818,,
Associate Degree,Institution and Program,NVIT,Nicola Valley Institute of Technology,01,Arts and Sciences,General Arts Associate Degree,16,0.761904762,30.5,-2,-1,1,0.875,1,1,0.933333333,0.928571429,0.933333333,0.875,0.9375,-99,-99,0.2,1,0.5,-10,-99,-99,0.75,,
Associate Degree,Institution and Program,OKAN,Okanagan College,01,Arts and Sciences,Associate of Arts,340,0.466392318,22,0.7,0.3,0.946587537,0.929878049,0.804416404,0.8375,0.93993994,0.842948718,0.911854103,0.953846154,0.97640118,0.07,0.573033708,0.245,0.564102564,0.679878049,0.602985075,0.094170404,14.25,0.759643917,,
Associate Degree,Institution and Program,OKAN,Okanagan College,01,Arts and Sciences,Associate of Science,184,0.547619048,21,0.494565217,0.505434783,0.961748634,0.908045977,0.791139241,0.870786517,0.97826087,0.862857143,0.877094972,0.944751381,0.972826087,-6,0.426666667,0.238095238,0.402439024,0.556818182,0.461538462,0.142857143,14,0.885869565,,
Associate Degree,Institution and Program,OKAN,Okanagan College,04,Health,Bachelor of Science in Nursing Year 1 and 2,31,0.436619718,23,-2,-1,0.870967742,0.766666667,0.774193548,0.935483871,0.935483871,0.838709677,0.870967742,0.935483871,0.838709677,0,-8,0.5625,0.8125,0.655172414,0.566666667,-12,20.75,0.967741935,,
Associate Degree,Institution and Program,UFV,University of the Fraser Valley,05,Engineering and Applied Sciences,Engineering Transfer,23,0.821428571,19,-1,-5,0.913043478,0.681818182,0.428571429,0.695652174,0.913043478,0.857142857,0.913043478,0.863636364,0.913043478,-99,-99,0.2,0.6,0.35,-10,-99,-99,1,,
Associate Degree,Institution and Program,VCC,Vancouver Community College,01,Arts and Sciences,University Transfer Sciences,12,0.48,24,-1,-5,0.833333333,0.9,0.555555556,0.8,0.833333333,0.666666667,0.833333333,0.909090909,0.916666667,-99,-99,0.333333333,1,0.272727273,-10,-99,-99,0.833333333,,
Associate Degree,Institution and Program,CAPU,Capilano University,01,Arts and Sciences,Arts & Sciences,144,0.460063898,22,0.618055556,0.381944444,0.923076923,0.870503597,0.696969697,0.817518248,0.901408451,0.8,0.877697842,0.879432624,0.972027972,-6,0.592592593,0.282608696,0.433333333,0.711267606,0.645833333,-3,15,0.777777778,,
Associate Degree,Institution and Program,CAPU,Capilano University,01,Arts and Sciences,Global Stewardship,26,0.5,21,-2,-1,0.68,0.92,1,0.923076923,0.923076923,0.92,0.807692308,0.846153846,0.923076923,0,-9,0.272727273,0.545454545,0.884615385,-11,-12,16,0.576923077,,
Associate Degree,Institution and Program,CAPU,Capilano University,05,Engineering and Applied Sciences,Engineering,53,0.757142857,19,-1,-5,0.903846154,0.867924528,0.693877551,0.923076923,0.981132075,0.941176471,0.886792453,0.882352941,0.962264151,-6,-99,0.2,0.3,0.245283019,0.188679245,-12,-99,0.981132075,,
Associate Degree,Institution and Program,CMTN,Coast Mountain College (formerly Northwest Community College),01,Arts and Sciences,University Credit,23,0.547619048,31,-2,-1,0.956521739,0.909090909,0.9,0.952380952,0.913043478,0.863636364,0.954545455,1,1,-6,-9,0.714285714,0.857142857,0.681818182,-11,-12,22.5,0.695652174,,
Associate Degree,Institution and Program,COTR,College of the Rockies,01,Arts and Sciences,Arts/Science - University Studies,36,0.537313433,22.5,0.638888889,0.361111111,1,1,0.903225806,0.911764706,1,0.9375,1,0.972222222,1,-6,-9,0.545454545,0.636363636,0.666666667,0.611111111,-12,15.5,0.805555556,,
Associate Degree,Institution and Program,COTR,College of the Rockies,04,Health,Bachelor of Science in Nursing,43,0.74137931,25,-2,-1,0.904761905,0.904761905,0.87804878,0.906976744,0.906976744,0.860465116,0.853658537,0.88372093,0.906976744,0,-8,0.705882353,0.777777778,0.487804878,0.428571429,-12,21.24,0.902439024,,
Associate Degree,Institution and Program,DOUG,Douglas College,01,Arts and Sciences,Associate of Arts,575,0.436930091,23,0.651567944,0.348432056,0.966371681,0.909734513,0.795202952,0.827898551,0.933682373,0.820809249,0.872302158,0.925925926,0.989547038,0.028497409,0.416184971,0.260309278,0.515789474,0.774193548,0.687170475,0.094907407,14,0.81358885,,
Associate Degree,Institution and Program,DOUG,Douglas College,01,Arts and Sciences,Associate of Science,282,0.449044586,22,0.429078014,0.570921986,0.945652174,0.832684825,0.670731707,0.782287823,0.913978495,0.841509434,0.899641577,0.883636364,0.964412811,-3,0.457364341,0.166666667,0.435064935,0.645985401,0.574545455,0.107344633,13.25,0.768683274,,
Associate Degree,Institution and Program,DOUG,Douglas College,01,Arts and Sciences,Associate of Arts Future Teachers,28,0.482758621,20.5,-2,-1,0.928571429,0.925925926,0.777777778,0.821428571,0.857142857,0.769230769,0.892857143,0.892857143,0.928571429,0,-8,0.4,0.583333333,0.892857143,-11,0,11.875,0.888888889,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Biology,43,0.447916667,22,0.558139535,0.441860465,0.930232558,0.853658537,0.575,0.871794872,0.953488372,0.8,0.904761905,0.925,0.976744186,-6,-8,0.392857143,0.392857143,0.785714286,0.666666667,-12,12.65,0.860465116,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,English,48,0.375,23,0.604166667,0.395833333,0.979166667,0.978723404,0.733333333,0.933333333,0.979166667,0.795454545,0.85106383,0.9375,0.958333333,-6,0.52,0.137931034,0.517241379,0.733333333,0.630434783,-12,13.875,0.8125,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,History,31,0.402597403,24,-1,-5,0.967741935,0.935483871,0.888888889,0.814814815,0.967741935,0.793103448,0.870967742,0.9,0.967741935,0,0.5,0.066666667,0.4,0.666666667,0.483870968,-12,-99,0.806451613,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Physics,21,0.488372093,22,-1,-5,1,0.571428571,0.55,0.857142857,1,0.894736842,0.80952381,0.857142857,0.952380952,-99,-99,0.4,1,0.315789474,-10,-99,-99,1,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Chemistry,24,0.5,21.5,-1,-5,0.916666667,0.95,0.761904762,0.826086957,0.875,0.869565217,0.869565217,0.75,1,-6,-8,0.153846154,0.307692308,0.583333333,0.541666667,-12,12.67,0.791666667,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Geography,23,0.442307692,24,0.434782609,0.565217391,1,0.956521739,0.863636364,0.863636364,0.954545455,0.95,0.909090909,1,1,-6,-9,0.266666667,0.333333333,0.695652174,-11,-12,17.5,0.739130435,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Philosophy,12,0.413793103,25,-1,-5,1,1,0.9,0.727272727,1,1,1,1,1,-99,-99,0.5,0.75,0.727272727,-11,-99,-99,0.666666667,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Psychology,157,0.390547264,22,0.681528662,0.318471338,0.891719745,0.806451613,0.680851064,0.692810458,0.832258065,0.738255034,0.87012987,0.888888889,0.948387097,-6,0.37804878,0.301075269,0.472527473,0.690322581,0.596153846,0.130841121,14,0.780645161,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,General Arts,340,0.364025696,23,0.635294118,0.364705882,0.909638554,0.839622642,0.740131579,0.811912226,0.863221884,0.751592357,0.864615385,0.892307692,0.961077844,0.046948357,0.379888268,0.28436019,0.528846154,0.710280374,0.647416413,0.065789474,13.925,0.75297619,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Asian Studies,28,0.549019608,23,0.428571429,0.571428571,0.964285714,0.851851852,0.851851852,0.72,0.857142857,0.666666667,0.892857143,0.892857143,0.964285714,-6,-8,0.076923077,0.461538462,0.592592593,0.518518519,-12,-99,0.777777778,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Women's Studies,11,0.5,23,-2,-1,1,0.909090909,0.8,0.909090909,1,0.909090909,1,1,1,-99,-99,0.444444444,0.5,0.9,-11,-99,-99,0.454545455,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Creative Writing,12,0.25,25,-1,-5,0.916666667,1,1,0.833333333,1,0.9,0.75,1,1,-99,-99,0,0.5,0.75,0.5,-99,-99,0.5,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,General Sciences,246,0.466793169,22,0.487804878,0.512195122,0.930041152,0.75877193,0.63507109,0.756302521,0.897540984,0.788546256,0.832635983,0.866666667,0.954918033,-3,0.37962963,0.290322581,0.427419355,0.622317597,0.525,0.131034483,13.5,0.805785124,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Political Science,18,0.43902439,21.5,-2,-1,1,0.833333333,0.823529412,0.529411765,1,0.882352941,1,0.888888889,0.944444444,0,-8,0,0.2,0.647058824,-11,-12,-99,0.944444444,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Aboriginal Studies,18,0.5625,27,-2,-1,0.944444444,0.941176471,1,1,0.944444444,0.944444444,0.888888889,0.944444444,0.944444444,-6,-99,0.7,0.6,0.6875,-11,-12,-99,0.666666667,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,General Social Sciences,62,0.407894737,23,0.693548387,0.306451613,0.967213115,0.879310345,0.779661017,0.816666667,0.933333333,0.830508475,0.796610169,0.883333333,0.983870968,-6,0.470588235,0.297297297,0.657894737,0.704918033,0.612903226,-12,15,0.774193548,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Micro/Molecular Biology,17,0.395348837,25,-2,-1,0.823529412,0.714285714,0.571428571,0.875,0.823529412,0.866666667,0.705882353,0.8125,0.941176471,-99,-99,0.5,0.625,0.6875,-10,-12,-99,0.882352941,,
Associate Degree,Institution and Program,LANG,Langara College,01,Arts and Sciences,Mathematics and Statistics,21,0.411764706,21,0.476190476,0.523809524,0.904761905,0.842105263,0.722222222,0.684210526,0.9,0.736842105,0.904761905,0.947368421,0.952380952,-99,-99,0.285714286,0.5,0.571428571,-10,-12,-99,0.80952381,,
Certificate,All Institutions,All Institutions,All Institutions,All CIP Clusters,All CIP Clusters,All Programs,14343,0.56477398,30,0.726632254,0.273367746,0.926280248,0.803773585,0.816055626,0.884788937,0.904669956,0.861611992,0.879790941,0.909328874,0.942730658,0.045767152,0.823562049,0.810056322,0.863338789,0.933380732,0.867207334,0.063299817,22.28,0.289628591,,
Certificate,Institution,CAM,Camosun College,All CIP Clusters,All CIP Clusters,All Programs,999,0.593935791,28,0.746746747,0.253253253,0.939209726,0.844847112,0.838020247,0.910123967,0.908341916,0.871741397,0.875912409,0.920041537,0.945674044,0.037170264,0.770580297,0.824162679,0.864508393,0.91011236,0.847474747,0.058361392,21,0.314572864,,
Certificate,Institution,CNC,College of New Caledonia,All CIP Clusters,All CIP Clusters,All Programs,442,0.620786517,29,0.864253394,0.135746606,0.90389016,0.870229008,0.837628866,0.863207547,0.90487239,0.868360277,0.887850467,0.923611111,0.890909091,-3,0.774294671,0.817438692,0.835616438,0.928735632,0.840546697,0.086633663,20,0.218181818,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Electrical and Computer Engineering Bridge to UVic,48,0.64,25.5,-1,-5,0.916666667,0.684210526,0.5,0.8125,0.958333333,0.957446809,0.9375,0.913043478,0.979166667,-6,-9,0.727272727,0.45,0.5,0.479166667,0,19,0.916666667,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Electronics & Computer Engineering - Renewable Energy,50,0.666666667,26.5,-1,-5,0.94,0.816326531,0.595744681,0.895833333,0.897959184,0.918367347,0.82,0.9,0.92,-6,-9,0.787878788,0.787878788,0.673469388,0.66,0,23,0.469387755,,
Diploma,Institution and Program,CAM,Camosun College,06,Education,Early Learning and Care,48,0.585365854,25,1,0,0.895833333,0.847826087,0.891304348,0.9375,0.875,0.875,0.833333333,0.895833333,0.895833333,-6,-9,0.914893617,0.957446809,1,-11,-12,18,0.166666667,,
Diploma,Institution and Program,CAM,Camosun College,07,Human and Social Services,Golf Management,13,0.541666667,24,-1,-5,0.923076923,0.923076923,1,1,0.923076923,0.833333333,0.923076923,1,1,-6,-9,1,1,0.846153846,-11,0,-99,0.384615385,,
Diploma,Institution and Program,CAM,Camosun College,07,Human and Social Services,Criminal Justice,72,0.507042254,21.5,0.5,0.5,0.957746479,0.902777778,0.888888889,0.902777778,0.930555556,0.833333333,0.8,0.916666667,0.930555556,0,0.666666667,0.278688525,0.593220339,0.888888889,0.861111111,-12,15,0.541666667,,
Diploma,Institution and Program,CAM,Camosun College,07,Human and Social Services,Sport Management,26,0.433333333,22.5,-1,-5,0.769230769,0.692307692,0.884615385,0.961538462,0.769230769,0.730769231,0.76,0.576923077,0.84,-6,-9,0.684210526,0.736842105,0.769230769,-11,-12,14.75,0.846153846,,
Diploma,Institution and Program,CAM,Camosun College,07,Human and Social Services,Exercise and Wellness,35,0.507246377,23,0.571428571,0.428571429,0.911764706,0.862068966,0.787878788,0.971428571,0.941176471,0.848484848,0.939393939,0.941176471,0.971428571,-6,-8,0.6,0.76,0.828571429,0.714285714,-12,17,0.771428571,,
Diploma,Institution and Program,CAM,Camosun College,07,Human and Social Services,"Community, Family and Child Studies",45,0.6,26,-2,-1,0.909090909,0.866666667,0.977777778,0.955555556,0.911111111,0.911111111,0.888888889,0.977272727,0.955555556,-6,0.657142857,0.842105263,0.921052632,0.909090909,-11,-12,17.145,0.545454545,,
Diploma,Institution and Program,CAM,Camosun College,08,Visual and Performing Arts,Visual Arts,40,0.597014925,23.5,0.6,0.4,0.95,0.8,0.885714286,0.95,0.95,0.948717949,0.9,0.925,1,-6,-9,0.37037037,0.703703704,0.783783784,0.675,-12,13,0.375,,
Diploma,Institution and Program,CNC,College of New Caledonia,01,Arts and Sciences,Criminology,23,0.58974359,22,-2,-1,0.863636364,0.818181818,0.739130435,0.727272727,0.869565217,0.608695652,0.909090909,0.869565217,0.727272727,0,-9,0.266666667,0.333333333,0.739130435,-11,-12,13.5,0.652173913,,
